INFO:root:embedding methods angle, sample number 50, batch size 10, learning rate 0.01, epoch number 50, layer number 2, pca parameter 8, numpy random seed 0, qubits number 8
INFO:root:start epoch 1
INFO:root:Iter: 1| Accuracy: 0.5 | Loss: 0.32629056430400005
INFO:root:Iter: 2| Accuracy: 0.7 | Loss: 0.16640744727951415
INFO:root:Iter: 3| Accuracy: 0.6 | Loss: 0.20602483885099634
INFO:root:Iter: 4| Accuracy: 0.7 | Loss: 0.18150127976659047
INFO:root:Iter: 5| Accuracy: 0.3 | Loss: 0.42032565951891476
INFO:root:Iter: 6| Accuracy: 0.4 | Loss: 0.33608792955504974
INFO:root:Iter: 7| Accuracy: 0.3 | Loss: 0.37183891629637483
INFO:root:Iter: 8| Accuracy: 0.4 | Loss: 0.34233465871990654
INFO:root:Iter: 9| Accuracy: 0.4 | Loss: 0.28780956052515294
